PDB,total_residues_all,altloc_residues_all,proportion_altlocs_all,total_residues_close,altloc_residues_close,proportion_altlocs_close
6TAM,170,5,0.029411764705882353,24,3,0.125
6TAN,170,19,0.11176470588235295,24,4,0.16666666666666666
6TAW,343,14,0.04081632653061224,8,0,0.0
6TB0,904,7,0.007743362831858407,18,0,0.0
6TB1,904,5,0.0055309734513274336,17,0,0.0
6TB6,374,2,0.0053475935828877,33,23,0.696969696969697
6TB7,52,0,0.0,5,0,0.0
6TBB,2072,0,0.0,34,0,0.0
6TBC,2070,0,0.0,35,0,0.0
6TBE,116,5,0.04310344827586207,18,0,0.0
6TBO,344,4,0.011627906976744186,8,0,0.0
6TBP,343,11,0.03206997084548105,6,0,0.0
6TBQ,232,2,0.008620689655172414,4,0,0.0
6TBR,464,15,0.032327586206896554,16,13,0.8125
6TBW,358,16,0.0446927374301676,20,0,0.0
6TBX,985,56,0.05685279187817259,32,0,0.0
6TC4,232,0,0.0,5,0,0.0
6TC5,313,1,0.003194888178913738,28,0,0.0
6TC9,568,0,0.0,10,0,0.0
6TCA,2709,1,0.00036913990402362494,20,0,0.0
6TCF,343,6,0.01749271137026239,6,0,0.0
6TCK,376,8,0.02127659574468085,17,0,0.0
6TCU,349,1,0.0028653295128939827,18,0,0.0
6TCX,212,1,0.0047169811320754715,20,0,0.0
6TCY,714,6,0.008403361344537815,22,0,0.0
6TD0,270,14,0.05185185185185185,18,8,0.4444444444444444
6TD1,270,20,0.07407407407407407,19,8,0.42105263157894735
6TD3,4219,0,0.0,25,0,0.0
6TD8,316,46,0.14556962025316456,33,32,0.9696969696969697
6TDC,260,0,0.0,21,0,0.0
6TDF,165,0,0.0,25,0,0.0
6TDG,165,0,0.0,25,0,0.0
6TDH,164,0,0.0,24,0,0.0
6TE2,327,11,0.03363914373088685,18,10,0.5555555555555556
6TE6,642,0,0.0,24,0,0.0
6TE7,391,1,0.0025575447570332483,15,0,0.0
6TEC,700,6,0.008571428571428572,25,0,0.0
6TEE,334,2,0.005988023952095809,23,10,0.43478260869565216
6TEF,338,3,0.008875739644970414,25,10,0.4
6TEG,338,0,0.0,25,0,0.0
6TEI,663,4,0.006033182503770739,17,0,0.0
6TEK,460,0,0.0,29,0,0.0
6TEL,628,0,0.0,25,0,0.0
6TEN,640,2,0.003125,26,0,0.0
6TEO,2019,1,0.0004952947003467063,29,0,0.0
6TES,700,5,0.007142857142857143,26,0,0.0
6TET,392,4,0.01020408163265306,17,0,0.0
6TEW,325,6,0.018461538461538463,17,10,0.5882352941176471
6TEZ,697,4,0.005738880918220947,24,0,0.0
6TF0,51,0,0.0,6,0,0.0
6TF1,52,0,0.0,6,0,0.0
6TF2,52,0,0.0,6,0,0.0
6TF3,52,0,0.0,6,0,0.0
6TF6,138,22,0.15942028985507245,17,18,1.0588235294117647
6TF7,138,26,0.18840579710144928,17,10,0.5882352941176471
6TF8,982,2,0.002036659877800407,21,0,0.0
6TFE,52,0,0.0,6,0,0.0
6TFF,52,0,0.0,6,0,0.0
6TFG,52,0,0.0,6,0,0.0
6TFH,51,0,0.0,6,0,0.0
6TFI,597,22,0.03685092127303183,23,18,0.782608695652174
6TFN,3626,5,0.0013789299503585218,16,10,0.625
6TFQ,978,2,0.002044989775051125,22,0,0.0
6TFS,978,10,0.010224948875255624,22,0,0.0
6TFU,527,0,0.0,27,0,0.0
6TFX,987,11,0.011144883485309016,22,0,0.0
6TFZ,535,6,0.011214953271028037,29,0,0.0
6TG1,539,5,0.00927643784786642,26,0,0.0
6TG2,1300,0,0.0,21,0,0.0
6TG3,1302,1,0.0007680491551459293,22,0,0.0
6TG4,406,0,0.0,23,0,0.0
6TGD,460,12,0.02608695652173913,13,0,0.0
6TGG,231,3,0.012987012987012988,7,0,0.0
6TGH,1640,4,0.0024390243902439024,24,0,0.0
6TGI,464,10,0.021551724137931036,10,0,0.0
6TGL,343,11,0.03206997084548105,5,0,0.0
6TGU,327,12,0.03669724770642202,20,28,1.4
6TGX,354,0,0.0,29,0,0.0
6TH0,348,0,0.0,27,0,0.0
6TH2,880,0,0.0,25,0,0.0
6TH7,486,0,0.0,4,0,0.0
6THO,439,89,0.20273348519362186,22,45,2.0454545454545454
6THQ,894,11,0.012304250559284116,28,11,0.39285714285714285
6THV,354,24,0.06779661016949153,17,0,0.0
6THW,558,0,0.0,25,0,0.0
6THX,558,0,0.0,20,0,0.0
6THY,409,12,0.029339853300733496,9,0,0.0
6THZ,546,0,0.0,23,0,0.0
6TI8,1127,1,0.0008873114463176575,25,0,0.0
6TIB,500,34,0.068,30,39,1.3
6TIC,500,36,0.072,30,39,1.3
6TID,131,3,0.022900763358778626,2,0,0.0
6TIE,500,36,0.072,30,39,1.3
6TIG,402,10,0.024875621890547265,4,0,0.0
6TIH,500,35,0.07,30,40,1.3333333333333333
6TIJ,500,34,0.068,30,33,1.1
6TIL,496,31,0.0625,26,14,0.5384615384615384
6TIN,497,32,0.06438631790744467,26,22,0.8461538461538461
6TIO,497,31,0.06237424547283702,26,14,0.5384615384615384
6TIS,1850,2,0.001081081081081081,34,0,0.0
6TIX,1031,0,0.0,19,0,0.0
6TIY,1858,5,0.002691065662002153,33,0,0.0
6TIZ,1844,12,0.006507592190889371,34,0,0.0
6TJ0,500,0,0.0,13,0,0.0
6TJ8,1331,150,0.11269722013523667,29,14,0.4827586206896552
6TJL,434,11,0.02534562211981567,23,14,0.6086956521739131
6TJM,233,6,0.02575107296137339,16,11,0.6875
6TJN,232,25,0.10775862068965517,7,24,3.4285714285714284
6TJR,680,16,0.023529411764705882,48,37,0.7708333333333334
6VT1,1356,0,0.0,19,0,0.0
6VT6,335,0,0.0,22,0,0.0
6VT8,336,0,0.0,16,0,0.0
6VT9,335,0,0.0,22,0,0.0
6VTA,361,38,0.10526315789473684,26,5,0.19230769230769232
6VTB,340,0,0.0,21,0,0.0
6VTD,336,0,0.0,23,0,0.0
6VTE,336,0,0.0,19,0,0.0
6VTJ,472,1,0.00211864406779661,12,0,0.0
6VTN,375,0,0.0,30,0,0.0
6VTO,268,7,0.026119402985074626,10,0,0.0
6VTY,1483,13,0.008766014834794335,30,0,0.0
6VUA,506,42,0.08300395256916997,19,0,0.0
6VUB,126,13,0.10317460317460317,11,0,0.0
6VUC,126,8,0.06349206349206349,13,0,0.0
6VUF,251,6,0.02390438247011952,13,0,0.0
6VUI,33,0,0.0,10,0,0.0
6VUJ,125,7,0.056,19,0,0.0
6VUR,396,0,0.0,16,0,0.0
6VUT,396,0,0.0,16,0,0.0
6VUU,396,0,0.0,20,0,0.0
6VUW,396,0,0.0,17,0,0.0
6VUX,396,0,0.0,16,0,0.0
6VUY,396,1,0.0025252525252525255,19,0,0.0
6VUZ,396,0,0.0,18,0,0.0
6VV0,396,0,0.0,18,0,0.0
6VV1,396,0,0.0,15,0,0.0
6VV2,396,0,0.0,18,0,0.0
6VV3,396,0,0.0,17,0,0.0
6VV6,318,0,0.0,29,0,0.0
6VV7,318,0,0.0,32,0,0.0
6VVB,160,1,0.00625,30,3,0.1
6VVD,836,0,0.0,18,0,0.0
6VVE,278,0,0.0,18,0,0.0
6VVG,531,4,0.007532956685499058,17,0,0.0
6VVS,3387,0,0.0,24,0,0.0
6VVT,3056,0,0.0,19,0,0.0
6VW4,269,0,0.0,22,0,0.0
6VW7,1327,19,0.014318010550113038,27,4,0.14814814814814814
6VWC,278,0,0.0,24,0,0.0
6VWE,207,0,0.0,14,0,0.0
6VWF,900,0,0.0,16,0,0.0
6VWQ,325,0,0.0,16,0,0.0
6VWR,323,0,0.0,21,0,0.0
6VWT,142,0,0.0,9,0,0.0
6VWV,142,0,0.0,9,0,0.0
6VX2,139,0,0.0,8,0,0.0
6VXC,6312,0,0.0,11,0,0.0
6VXQ,258,7,0.027131782945736434,23,4,0.17391304347826086
6VXR,309,1,0.003236245954692557,16,0,0.0
6VXT,1997,5,0.0025037556334501754,19,0,0.0
6VXU,1251,0,0.0,22,0,0.0
6VYA,9288,0,0.0,14,0,0.0
6VYP,5478,0,0.0,45,0,0.0
6VZ9,2434,20,0.008216926869350863,37,0,0.0
6VZH,1244,0,0.0,17,0,0.0
6VZK,258,0,0.0,15,0,0.0
6VZL,501,0,0.0,26,0,0.0
6VZM,508,0,0.0,20,0,0.0
6VZQ,1616,2,0.0012376237623762376,27,0,0.0
6VZR,1639,9,0.005491153142159854,29,0,0.0
6VZT,813,0,0.0,26,0,0.0
6VZV,1647,17,0.010321797207043109,26,0,0.0
6VZW,1612,4,0.0024813895781637717,31,0,0.0
6W02,332,6,0.018072289156626505,29,0,0.0
6W06,267,9,0.033707865168539325,24,3,0.125
6W07,264,2,0.007575757575757576,26,0,0.0
6W0L,238,7,0.029411764705882353,13,0,0.0
6W0M,341,1,0.002932551319648094,24,0,0.0
6W0N,597,1,0.0016750418760469012,20,0,0.0
6W0Q,583,8,0.0137221269296741,15,0,0.0
6W0T,639,4,0.006259780907668232,17,0,0.0
6W0U,136,1,0.007352941176470588,9,3,0.3333333333333333
6W0W,597,4,0.006700167504187605,22,0,0.0
6W0X,597,0,0.0,22,0,0.0
6W0Y,597,1,0.0016750418760469012,24,0,0.0
6W0Z,597,2,0.0033500837520938024,23,0,0.0
6W12,130,5,0.038461538461538464,12,0,0.0
6W13,325,1,0.003076923076923077,8,0,0.0
6W15,202,0,0.0,21,0,0.0
6W1D,680,40,0.058823529411764705,27,3,0.1111111111111111
6W1H,450,9,0.02,18,0,0.0
6W1I,761,0,0.0,31,0,0.0
6W29,545,0,0.0,7,0,0.0
6W2B,976,0,0.0,21,0,0.0
6W2C,976,0,0.0,22,0,0.0
6W2J,2786,0,0.0,25,0,0.0
6W2M,357,0,0.0,20,0,0.0
6W2N,544,1,0.001838235294117647,7,0,0.0
6W2P,584,6,0.010273972602739725,15,0,0.0
6W30,287,3,0.010452961672473868,4,0,0.0
6W33,520,5,0.009615384615384616,14,0,0.0
6W39,750,5,0.006666666666666667,25,0,0.0
6W3A,742,1,0.0013477088948787063,26,0,0.0
6W3E,757,0,0.0,23,0,0.0
6W3K,398,0,0.0,23,0,0.0
6W3L,593,1,0.0016863406408094434,20,0,0.0
6W3O,496,27,0.05443548387096774,16,0,0.0
6W3P,495,30,0.06060606060606061,16,25,1.5625
6W3Q,593,1,0.0016863406408094434,22,0,0.0
6W3R,496,23,0.046370967741935484,16,9,0.5625
6W3Z,1381,0,0.0,32,0,0.0
6W41,626,0,0.0,6,0,0.0
6W42,137,0,0.0,9,0,0.0
6W43,584,5,0.008561643835616438,15,0,0.0
6W44,330,11,0.03333333333333333,26,16,0.6153846153846154
6W45,325,2,0.006153846153846154,18,0,0.0
6W49,543,0,0.0,5,0,0.0
6W4C,336,6,0.017857142857142856,26,0,0.0
6W4G,1104,16,0.014492753623188406,24,0,0.0
6W4H,415,39,0.09397590361445783,23,10,0.43478260869565216
6W4I,634,0,0.0,16,0,0.0
6W4K,791,0,0.0,44,0,0.0
6W4N,2205,1,0.00045351473922902497,14,0,0.0
6W4T,634,0,0.0,17,0,0.0
6W4Y,420,12,0.02857142857142857,13,0,0.0
6W4Z,305,6,0.019672131147540985,13,0,0.0
6W50,229,5,0.021834061135371178,24,32,1.3333333333333333
6W53,540,0,0.0,9,0,0.0
6W54,221,2,0.00904977375565611,16,0,0.0
6W56,544,4,0.007352941176470588,7,0,0.0
6W57,542,0,0.0,9,0,0.0
6W59,544,0,0.0,8,0,0.0
6W5E,237,7,0.029535864978902954,19,16,0.8421052631578947
6W5F,936,24,0.02564102564102564,18,16,0.8888888888888888
6W5G,472,6,0.012711864406779662,18,0,0.0
6W5H,663,0,0.0,21,0,0.0
6W5J,329,0,0.0,22,0,0.0
6W5K,642,0,0.0,19,0,0.0
6W5L,660,0,0.0,21,0,0.0
6W5O,1864,7,0.0037553648068669528,18,0,0.0
6W5X,445,0,0.0,10,0,0.0
6W5Y,479,0,0.0,4,0,0.0
6W61,413,17,0.04116222760290557,23,0,0.0
6W63,305,0,0.0,23,0,0.0
6W65,714,10,0.014005602240896359,13,0,0.0
6W6D,328,4,0.012195121951219513,25,10,0.4
6W6Q,232,1,0.004310344827586207,15,13,0.8666666666666667
6W6R,232,1,0.004310344827586207,17,13,0.7647058823529411
6W6S,232,1,0.004310344827586207,17,13,0.7647058823529411
6W6T,198,0,0.0,20,0,0.0
6W6Y,335,6,0.01791044776119403,20,6,0.3
6W6Z,151,1,0.006622516556291391,18,0,0.0
6W72,280,4,0.014285714285714285,19,0,0.0
6W74,87,0,0.0,13,0,0.0
6W79,306,24,0.0784313725490196,21,26,1.2380952380952381
6W7E,521,1,0.0019193857965451055,14,0,0.0
6W7H,640,6,0.009375,14,0,0.0
6W7J,873,34,0.038946162657502864,15,18,1.2
6W7K,875,26,0.029714285714285714,16,12,0.75
6W7L,873,33,0.037800687285223365,15,0,0.0
6W7O,709,0,0.0,40,0,0.0
6W7V,358,0,0.0,20,0,0.0
6W80,430,17,0.03953488372093023,14,18,1.2857142857142858
6W81,602,9,0.014950166112956811,24,0,0.0
6W84,550,0,0.0,2,0,0.0
6W89,1985,13,0.00654911838790932,23,0,0.0
6W8A,557,1,0.0017953321364452424,15,0,0.0
6W8B,1987,7,0.0035228988424760945,23,0,0.0
6W8D,981,0,0.0,23,0,0.0
6W8F,557,1,0.0017953321364452424,15,0,0.0
6W8J,987,6,0.0060790273556231,23,0,0.0
6W8K,638,4,0.006269592476489028,14,0,0.0
6W8M,642,4,0.006230529595015576,15,0,0.0
6W8Q,642,4,0.006230529595015576,15,0,0.0
6W8V,1700,1,0.000588235294117647,22,0,0.0
6W8W,1698,0,0.0,24,0,0.0
6W8Y,642,4,0.006230529595015576,16,0,0.0
6W8Z,642,4,0.006230529595015576,18,0,0.0
6W90,130,15,0.11538461538461539,39,25,0.6410256410256411
6W91,641,4,0.0062402496099844,16,0,0.0
6W9H,253,0,0.0,29,0,0.0
6W9I,253,3,0.011857707509881422,22,0,0.0
6W9K,259,13,0.05019305019305019,22,0,0.0
6W9L,261,13,0.04980842911877394,24,0,0.0
6W9M,262,11,0.04198473282442748,21,9,0.42857142857142855
6W9T,1249,0,0.0,16,0,0.0
6W9U,1602,77,0.048064918851435705,13,16,1.2307692307692308
6W9Y,108,0,0.0,6,0,0.0
6W9Z,167,0,0.0,9,0,0.0
6WA8,2492,0,0.0,10,0,0.0
6WAB,551,3,0.0054446460980036296,14,0,0.0
6WAD,321,0,0.0,25,0,0.0
6WAK,1209,4,0.0033085194375516956,30,0,0.0
6WAO,837,0,0.0,20,0,0.0
6WAR,2591,0,0.0,4,0,0.0
6WAT,1979,40,0.0202122283981809,10,0,0.0
6WAU,380,3,0.007894736842105263,11,0,0.0
6WAV,272,9,0.03308823529411765,11,20,1.8181818181818181
6WAY,113,6,0.05309734513274336,11,0,0.0
6YL1,287,4,0.013937282229965157,23,0,0.0
6YL4,319,5,0.01567398119122257,26,0,0.0
6YL9,321,10,0.03115264797507788,17,8,0.47058823529411764
6YLB,204,0,0.0,10,0,0.0
6YLC,1157,0,0.0,20,0,0.0
6YLK,295,4,0.013559322033898305,19,0,0.0
6YLL,538,0,0.0,17,0,0.0
6YLM,226,8,0.035398230088495575,26,0,0.0
6YLN,225,2,0.008888888888888889,26,0,0.0
6YLO,227,4,0.01762114537444934,27,8,0.2962962962962963
6YLP,226,5,0.022123893805309734,26,11,0.4230769230769231
6YLQ,226,5,0.022123893805309734,26,0,0.0
6YLR,354,1,0.002824858757062147,19,0,0.0
6YLS,219,9,0.0410958904109589,26,0,0.0
6YLT,726,0,0.0,26,0,0.0
6YLU,244,26,0.10655737704918032,16,11,0.6875
6YLV,725,6,0.008275862068965517,19,16,0.8421052631578947
6YLZ,212,20,0.09433962264150944,16,27,1.6875
6YM1,595,26,0.043697478991596636,28,0,0.0
6YM2,328,1,0.003048780487804878,16,0,0.0
6YM3,624,3,0.004807692307692308,19,0,0.0
6YM4,632,7,0.011075949367088608,22,18,0.8181818181818182
6YM5,616,3,0.00487012987012987,21,10,0.47619047619047616
6YM8,328,3,0.009146341463414634,16,0,0.0
6YM9,609,16,0.026272577996715927,32,0,0.0
6YMA,257,0,0.0,14,0,0.0
6YME,424,3,0.007075471698113208,23,0,0.0
6YMF,418,6,0.014354066985645933,19,0,0.0
6YMG,660,7,0.010606060606060607,17,0,0.0
6YMH,355,0,0.0,22,0,0.0
6YMO,469,0,0.0,7,0,0.0
6YMP,252,14,0.05555555555555555,13,0,0.0
6YMQ,2048,0,0.0,5,0,0.0
6YMR,316,8,0.02531645569620253,20,0,0.0
6YMS,316,10,0.03164556962025317,20,0,0.0
6YMU,1337,2,0.0014958863126402393,22,0,0.0
6YN0,702,0,0.0,17,0,0.0
6YN3,250,9,0.036,12,0,0.0
6YN8,365,0,0.0,29,0,0.0
6YN9,359,0,0.0,23,0,0.0
6YND,2661,64,0.024051108605787297,12,0,0.0
6YNF,2660,7,0.002631578947368421,12,0,0.0
6YNH,1332,1,0.0007507507507507507,12,0,0.0
6YNK,325,12,0.036923076923076927,16,8,0.5
6YNL,325,3,0.009230769230769232,13,8,0.6153846153846154
6YNN,328,15,0.04573170731707317,17,19,1.1176470588235294
6YNO,326,7,0.02147239263803681,16,15,0.9375
6YNP,329,15,0.04559270516717325,14,8,0.5714285714285714
6YNQ,306,20,0.06535947712418301,12,16,1.3333333333333333
6YO1,246,0,0.0,17,0,0.0
6YO2,257,18,0.07003891050583658,19,28,1.4736842105263157
6YO3,484,6,0.012396694214876033,11,0,0.0
6YO4,257,12,0.04669260700389105,19,28,1.4736842105263157
6YO7,257,15,0.058365758754863814,21,28,1.3333333333333333
6YO8,957,1,0.0010449320794148381,13,0,0.0
6YOH,484,6,0.012396694214876033,10,0,0.0
6YOI,257,15,0.058365758754863814,19,18,0.9473684210526315
6YOJ,259,17,0.06563706563706563,24,29,1.2083333333333333
6YOK,257,12,0.04669260700389105,20,19,0.95
6YOL,257,15,0.058365758754863814,17,9,0.5294117647058824
6YOQ,329,8,0.0243161094224924,15,0,0.0
6YOS,459,0,0.0,14,0,0.0
6YOW,239,10,0.04184100418410042,10,0,0.0
6YOX,243,1,0.00411522633744856,10,0,0.0
6YOY,237,1,0.004219409282700422,9,0,0.0
6YP2,243,4,0.01646090534979424,8,0,0.0
6YP3,243,4,0.01646090534979424,8,0,0.0
6YP4,210,7,0.03333333333333333,15,38,2.533333333333333
6YP8,243,6,0.024691358024691357,11,0,0.0
6YP9,501,1,0.001996007984031936,26,0,0.0
6YPD,358,18,0.05027932960893855,20,0,0.0
6YPF,129,3,0.023255813953488372,16,9,0.5625
6YPG,327,3,0.009174311926605505,17,0,0.0
6YPH,653,7,0.010719754977029096,18,12,0.6666666666666666
6YPJ,327,7,0.021406727828746176,14,0,0.0
6YPK,327,6,0.01834862385321101,18,0,0.0
6YPL,242,5,0.02066115702479339,11,0,0.0
6YPO,623,16,0.025682182985553772,17,0,0.0
6YPP,351,2,0.005698005698005698,9,0,0.0
6YPV,199,3,0.01507537688442211,17,0,0.0
6YPW,258,18,0.06976744186046512,20,0,0.0
6YPY,241,11,0.04564315352697095,12,0,0.0
6YPZ,505,12,0.023762376237623763,32,11,0.34375
6YQ1,1065,12,0.011267605633802818,28,13,0.4642857142857143
6YQ2,236,8,0.03389830508474576,14,0,0.0
6YQ3,506,7,0.01383399209486166,34,0,0.0
6YQ7,952,11,0.011554621848739496,7,0,0.0
6YQG,333,7,0.021021021021021023,7,0,0.0
6YQH,774,20,0.025839793281653745,15,0,0.0
6YQM,229,37,0.1615720524017467,20,14,0.7
6YQN,125,9,0.072,14,0,0.0
6YQO,127,11,0.08661417322834646,14,0,0.0
6YQP,126,8,0.06349206349206349,14,0,0.0
6YQQ,320,0,0.0,18,0,0.0
6YQR,101,2,0.019801980198019802,15,0,0.0
6YQS,101,2,0.019801980198019802,13,0,0.0
6YQU,257,8,0.0311284046692607,13,0,0.0
6YQV,251,9,0.035856573705179286,13,0,0.0
6YQW,101,5,0.04950495049504951,10,10,1.0
6YQZ,127,8,0.06299212598425197,14,0,0.0
6YR1,196,0,0.0,20,0,0.0
6YR2,404,2,0.0049504950495049506,29,8,0.27586206896551724
6YR3,1115,82,0.07354260089686099,20,0,0.0
6YR5,939,1,0.0010649627263045794,14,0,0.0
6YR6,936,9,0.009615384615384616,14,0,0.0
6YR7,474,1,0.002109704641350211,15,0,0.0
6YR8,253,0,0.0,24,0,0.0
6YR9,1038,0,0.0,26,0,0.0
6YRH,1095,21,0.019178082191780823,19,0,0.0
6YRI,257,8,0.0311284046692607,10,0,0.0
6YRM,1115,38,0.034080717488789235,21,0,0.0
6YRP,231,0,0.0,15,0,0.0
6YRT,1097,47,0.04284412032816773,20,0,0.0
6YRU,573,0,0.0,50,0,0.0
6YRV,573,0,0.0,50,0,0.0
6YRW,1640,3,0.001829268292682927,21,0,0.0
6YRX,564,8,0.014184397163120567,51,0,0.0
6YRZ,564,3,0.005319148936170213,51,0,0.0
6YS0,1096,25,0.02281021897810219,18,0,0.0
6YS1,571,9,0.01576182136602452,50,0,0.0
6YS6,930,53,0.05698924731182796,19,0,0.0
6YSK,360,5,0.013888888888888888,19,0,0.0
6YSP,934,33,0.035331905781584586,19,0,0.0
6YSW,1405,0,0.0,22,0,0.0
6YSX,250,9,0.036,18,0,0.0
6YSY,921,1,0.0010857763300760044,44,0,0.0
6YT1,384,6,0.015625,15,19,1.2666666666666666
6YT2,995,0,0.0,49,0,0.0
6YT6,514,2,0.0038910505836575876,23,0,0.0
6YTA,338,2,0.005917159763313609,21,0,0.0
6YTD,339,1,0.0029498525073746312,17,0,0.0
6YTE,338,10,0.029585798816568046,17,0,0.0
6YTI,329,1,0.00303951367781155,21,0,0.0
6YTM,218,6,0.027522935779816515,14,0,0.0
6YTW,688,10,0.014534883720930232,13,0,0.0
6YTY,353,9,0.025495750708215296,16,0,0.0
6YTZ,351,6,0.017094017094017096,39,8,0.20512820512820512
6YU4,442,0,0.0,7,0,0.0
6YUG,286,0,0.0,25,0,0.0
6YUH,425,5,0.011764705882352941,12,12,1.0
6YUM,656,0,0.0,19,0,0.0
6YUS,488,0,0.0,19,0,0.0
6YUU,268,5,0.018656716417910446,32,10,0.3125
6YUW,360,5,0.013888888888888888,26,12,0.46153846153846156
6YUX,342,0,0.0,38,0,0.0
6YUY,353,7,0.019830028328611898,16,8,0.5
6YV0,359,6,0.016713091922005572,16,8,0.5
6YV2,358,5,0.013966480446927373,22,8,0.36363636363636365
6YV4,359,4,0.011142061281337047,8,0,0.0
6YV8,691,0,0.0,20,0,0.0
6YV9,691,0,0.0,27,0,0.0
6YVE,811,21,0.025893958076448828,15,0,0.0
6YVF,306,12,0.0392156862745098,9,0,0.0
6YVI,694,0,0.0,13,0,0.0
6YVJ,694,4,0.005763688760806916,12,0,0.0
6YVK,255,55,0.21568627450980393,23,10,0.43478260869565216
6YVL,255,55,0.21568627450980393,23,10,0.43478260869565216
6YVM,255,55,0.21568627450980393,23,10,0.43478260869565216
6YVN,255,55,0.21568627450980393,23,10,0.43478260869565216
6YVO,255,55,0.21568627450980393,23,10,0.43478260869565216
6YVP,224,1,0.004464285714285714,19,0,0.0
6YVS,1025,10,0.00975609756097561,19,0,0.0
6YVT,1182,1,0.0008460236886632825,20,0,0.0
6YVW,222,6,0.02702702702702703,17,10,0.5882352941176471
6YVX,225,9,0.04,16,10,0.625
6YVZ,222,3,0.013513513513513514,15,10,0.6666666666666666
6YW1,221,11,0.049773755656108594,9,0,0.0
6YW2,221,0,0.0,19,0,0.0
6YW3,252,2,0.007936507936507936,9,0,0.0
6YW4,222,5,0.02252252252252252,9,11,1.2222222222222223
6YW9,937,47,0.05016008537886873,19,0,0.0
6YWA,364,10,0.027472527472527472,13,14,1.0769230769230769
6YWB,171,1,0.005847953216374269,14,0,0.0
6YWG,210,25,0.11904761904761904,23,10,0.43478260869565216
6YWH,212,20,0.09433962264150944,21,25,1.1904761904761905
6YWI,214,18,0.08411214953271028,22,9,0.4090909090909091
6YWJ,623,0,0.0,18,0,0.0
6YWL,857,0,0.0,29,0,0.0
6YWN,339,15,0.04424778761061947,22,11,0.5
6YWR,211,22,0.10426540284360189,22,35,1.5909090909090908
6YWT,256,58,0.2265625,21,10,0.47619047619047616
6YWU,254,37,0.14566929133858267,19,10,0.5263157894736842
6YWW,110,0,0.0,11,0,0.0
6YX0,219,3,0.0136986301369863,7,0,0.0
6YX1,216,0,0.0,9,0,0.0
6YX2,220,1,0.004545454545454545,7,0,0.0
6YX3,297,4,0.013468013468013467,21,0,0.0
6YX4,206,12,0.05825242718446602,22,17,0.7727272727272727
6YX5,512,1,0.001953125,31,0,0.0
6YX6,210,11,0.05238095238095238,21,9,0.42857142857142855
6YXB,416,21,0.05048076923076923,22,9,0.4090909090909091
6YXC,207,13,0.06280193236714976,22,10,0.45454545454545453
6YXI,351,14,0.039886039886039885,19,18,0.9473684210526315
6YXT,359,2,0.005571030640668524,20,10,0.5
6YXV,1043,0,0.0,24,0,0.0
6YXW,510,1,0.00196078431372549,23,0,0.0
6YY5,698,0,0.0,22,0,0.0
6YY6,295,4,0.013559322033898305,13,0,0.0
6YY7,295,6,0.020338983050847456,17,0,0.0
6YY8,295,5,0.01694915254237288,17,0,0.0
6YY9,295,4,0.013559322033898305,17,0,0.0
6YYA,294,4,0.013605442176870748,17,0,0.0
6YYB,294,4,0.013605442176870748,18,0,0.0
6YYC,295,5,0.01694915254237288,18,0,0.0
6YYD,295,5,0.01694915254237288,17,0,0.0
6YYE,684,0,0.0,6,0,0.0
6YYF,308,1,0.003246753246753247,13,0,0.0
6YYG,624,3,0.004807692307692308,13,0,0.0
6YYK,317,1,0.0031545741324921135,13,8,0.6153846153846154
6YYP,440,4,0.00909090909090909,14,0,0.0
6YYQ,884,2,0.0022624434389140274,16,0,0.0
6YYU,427,2,0.00468384074941452,16,0,0.0
6YYV,429,4,0.009324009324009324,15,0,0.0
6YYW,447,1,0.0022371364653243847,18,0,0.0
6YYX,447,3,0.006711409395973154,17,0,0.0
6YYY,446,0,0.0,17,0,0.0
6YZ0,257,0,0.0,4,0,0.0
6YZ1,410,3,0.007317073170731708,21,0,0.0
6YZ3,203,0,0.0,20,0,0.0
6YZ4,290,6,0.020689655172413793,18,10,0.5555555555555556
6YZ5,322,12,0.037267080745341616,6,0,0.0
6YZ7,1514,2,0.001321003963011889,6,0,0.0
6YZC,220,6,0.02727272727272727,16,0,0.0
6YZH,352,16,0.045454545454545456,18,0,0.0
6YZJ,257,26,0.10116731517509728,20,19,0.95
6YZK,257,20,0.07782101167315175,18,9,0.5
6YZL,257,24,0.0933852140077821,16,19,1.1875
6YZM,257,4,0.01556420233463035,18,9,0.5
6YZN,257,37,0.14396887159533073,18,9,0.5
6YZO,257,13,0.05058365758754864,19,9,0.47368421052631576
6YZP,258,17,0.06589147286821706,18,18,1.0
6YZQ,257,10,0.038910505836575876,16,0,0.0
6YZR,257,18,0.07003891050583658,18,13,0.7222222222222222
6YZS,258,18,0.06976744186046512,18,0,0.0
6YZT,258,20,0.07751937984496124,21,31,1.4761904761904763
6YZU,258,25,0.09689922480620156,13,0,0.0
6YZV,258,14,0.05426356589147287,18,12,0.6666666666666666
6YZW,257,19,0.07392996108949416,18,10,0.5555555555555556
6YZX,257,10,0.038910505836575876,20,12,0.6
6YZZ,151,1,0.006622516556291391,28,0,0.0
6Z00,317,7,0.022082018927444796,29,11,0.3793103448275862
6Z04,257,37,0.14396887159533073,17,9,0.5294117647058824
6Z06,847,0,0.0,5,0,0.0
6Z07,203,0,0.0,18,0,0.0
6Z0Q,295,4,0.013559322033898305,14,8,0.5714285714285714
6Z0Z,180,1,0.005555555555555556,13,0,0.0
6Z14,694,3,0.004322766570605188,14,0,0.0
6Z15,179,4,0.0223463687150838,13,0,0.0
