,PDB,total_residues,altloc_residues,proportion_altlocs
13490,7CL5,24,0,0.0
13491,7CL6,18,0,0.0
13492,7CL8,16,0,0.0
13493,7CL9,14,0,0.0
13494,7CLF,27,0,0.0
13495,7CLH,21,0,0.0
13496,7CLK,23,0,0.0
13497,7CLL,20,0,0.0
13498,7CLZ,19,0,0.0
13499,7CM1,17,0,0.0
13500,7CM8,27,0,0.0
13501,7CM9,21,0,0.0
13502,7CMB,24,0,0.0
13503,7CMC,33,0,0.0
13504,7CMF,6,0,0.0
13505,7CMM,24,0,0.0
13506,7CMN,14,0,0.0
13507,7CMP,29,0,0.0
13508,7CMQ,14,0,0.0
13509,7CMS,16,0,0.0
13510,7CMW,15,0,0.0
13511,7CN3,14,0,0.0
13512,7CND,31,0,0.0
13513,7CNL,27,0,0.0
13514,7CNN,25,0,0.0
13515,7CNS,19,0,0.0
13516,7CNY,19,0,0.0
13517,7CNZ,23,0,0.0
13518,7F50,26,0,0.0
13519,7F51,29,0,0.0
13520,7F5C,14,0,0.0
13521,7F5D,14,0,0.0
13522,7F5E,13,0,0.0
13523,7F5M,14,0,0.0
13524,7F61,12,0,0.0
13525,7F68,32,0,0.0
13526,7F6J,31,0,0.0
13527,7F6M,7,0,0.0
13528,7F6W,30,0,0.0
13529,7F6X,15,0,0.0
13530,7F6Y,5,0,0.0
13531,7F72,20,0,0.0
13532,7F74,26,0,0.0
13533,7F76,20,0,0.0
13534,7F79,32,0,0.0
13535,7F7A,7,0,0.0
13536,7F7C,11,0,0.0
13537,7F7D,11,0,0.0
13538,7F7E,8,0,0.0
13539,7F7G,8,0,0.0
13540,7F7I,11,0,0.0
13541,7F7K,34,0,0.0
13542,7F7O,7,0,0.0
13543,7F7Q,18,0,0.0
13544,7F7R,17,0,0.0
13545,7F7W,21,9,0.42857142857142855
13546,7F80,25,0,0.0
13547,7F8B,25,0,0.0
13548,7F8C,26,0,0.0
13549,7F8D,31,0,0.0
13550,7F8G,21,0,0.0
13551,7F8H,20,0,0.0
13552,7F8K,18,0,0.0
13553,7F8P,18,0,0.0
13554,7F8T,33,0,0.0
13555,7F8U,19,0,0.0
13556,7F8X,14,0,0.0
13557,7F8Y,22,0,0.0
13558,7F8Z,2,0,0.0
13559,7F96,23,13,0.5652173913043478
13560,7F97,24,0,0.0
13561,7F98,26,0,0.0
13562,7F99,24,0,0.0
13563,7F9A,28,0,0.0
13564,7F9B,22,0,0.0
13565,7F9C,25,11,0.44
13566,7F9G,13,8,0.6153846153846154
13567,7F9H,10,0,0.0
13568,7F9P,22,0,0.0
13569,7F9Q,23,0,0.0
13570,7F9R,23,0,0.0
13571,7F9S,22,11,0.5
13572,7F9T,22,0,0.0
13573,7F9U,22,0,0.0
13574,7FAH,4,0,0.0
13575,7FAI,20,0,0.0
13576,7FAJ,19,0,0.0
13577,7FAK,24,0,0.0
13578,7FAL,24,0,0.0
13579,7FAM,24,0,0.0
13580,7FAN,23,0,0.0
13581,7FAQ,18,0,0.0
13582,7FAR,21,0,0.0
13583,7FAY,19,0,0.0
13584,7FAZ,21,8,0.38095238095238093
13585,7FBF,18,21,1.1666666666666667
13586,7FBL,14,0,0.0
13587,7FBM,21,42,2.0
13588,7FBN,19,17,0.8947368421052632
13589,7FBQ,5,0,0.0
13590,7FC4,19,17,0.8947368421052632
13591,7FC7,14,0,0.0
13592,7FC9,19,0,0.0
13593,7FCB,15,0,0.0
13594,7FCG,26,27,1.0384615384615385
13595,7FCM,34,0,0.0
13596,7FCO,48,0,0.0
13597,7FCP,5,0,0.0
13598,7FCQ,6,0,0.0
13599,7FCY,5,0,0.0
13600,7FCZ,25,0,0.0
13601,7FD0,31,0,0.0
13602,7FD6,17,0,0.0
13603,7FDT,27,38,1.4074074074074074
13604,7FDU,26,27,1.0384615384615385
13605,7FDX,19,11,0.5789473684210527
13606,7FE1,9,0,0.0
13607,7FE2,9,0,0.0
13608,7FE6,27,0,0.0
13609,7FEA,22,28,1.2727272727272727
13610,7FEF,11,0,0.0
13611,7FEH,22,10,0.45454545454545453
13612,7FEU,22,13,0.5909090909090909
13613,7FEV,27,0,0.0
13614,7FEW,21,0,0.0
13615,7FEZ,26,38,1.4615384615384615
13616,7FF0,21,0,0.0
13617,7FF6,26,26,1.0
13618,7FF9,20,0,0.0
13619,7FFX,26,18,0.6923076923076923
13620,7FG1,22,39,1.7727272727272727
13621,7FG9,23,0,0.0
13622,7FGA,22,0,0.0
13623,7FGB,3,0,0.0
13624,7FGC,20,0,0.0
13625,7FGD,17,0,0.0
13626,7FGE,19,0,0.0
13627,7FGM,23,0,0.0
13628,7FGQ,13,0,0.0
13629,7FGW,34,0,0.0
13630,7FGX,33,0,0.0
13631,7FGY,34,0,0.0
13632,7KP0,36,0,0.0
13633,7KP1,38,0,0.0
13634,7KP2,11,37,3.3636363636363638
13635,7KP6,19,0,0.0
13636,7KP8,14,0,0.0
13637,7KP9,15,8,0.5333333333333333
13638,7KPA,15,0,0.0
13639,7KPB,15,0,0.0
13640,7KPC,19,0,0.0
13641,7KPE,13,0,0.0
13642,7KPF,16,0,0.0
13643,7KPL,12,0,0.0
13644,7KPM,23,0,0.0
13645,7KPP,29,24,0.8275862068965517
13646,7KPQ,36,0,0.0
13647,7KPS,30,0,0.0
13648,7KPT,41,0,0.0
13649,7KPU,25,0,0.0
13650,7KQ8,15,8,0.5333333333333333
13651,7KQ9,32,7,0.21875
13652,7KQD,7,0,0.0
13653,7KQF,27,0,0.0
13654,7KQJ,26,0,0.0
13655,7KQK,10,0,0.0
13656,7KQP,29,27,0.9310344827586207
13657,7KQT,14,0,0.0
13658,7KQZ,21,0,0.0
13659,7KR3,19,11,0.5789473684210527
13660,7KR4,20,11,0.55
13661,7KR6,13,0,0.0
13662,7KR7,20,0,0.0
13663,7KR8,19,0,0.0
13664,7KR9,8,0,0.0
13665,7KRC,24,0,0.0
13666,7KRD,20,0,0.0
13667,7KRE,22,0,0.0
13668,7KRF,21,0,0.0
13669,7KRM,30,0,0.0
13670,7KRT,28,0,0.0
13671,7KRW,25,0,0.0
13672,7KRX,15,0,0.0
13673,7KS4,15,17,1.1333333333333333
13674,7KS8,25,0,0.0
13675,7KSA,27,0,0.0
13676,7KSI,21,0,0.0
13677,7KSJ,22,0,0.0
13678,7KSK,18,0,0.0
13679,7KSS,22,11,0.5
13680,7KST,22,33,1.5
13681,7KSU,14,11,0.7857142857142857
13682,7KSW,22,59,2.6818181818181817
13683,7KSZ,18,11,0.6111111111111112
13684,7KT0,14,11,0.7857142857142857
13685,7KT1,25,39,1.56
13686,7KT2,18,8,0.4444444444444444
13687,7KT3,20,0,0.0
13688,7KT4,19,50,2.6315789473684212
13689,7KT5,15,10,0.6666666666666666
13690,7KT6,15,10,0.6666666666666666
13691,7KT7,20,33,1.65
13692,7KT8,15,0,0.0
13693,7KT9,15,15,1.0
13694,7KTA,22,11,0.5
13695,7KTB,22,33,1.5
13696,7KTC,19,12,0.631578947368421
13697,7KTD,18,0,0.0
13698,7KTE,21,51,2.4285714285714284
13699,7KTF,18,0,0.0
13700,7KTG,18,10,0.5555555555555556
13701,7KTH,18,0,0.0
13702,7KTI,18,0,0.0
13703,7KTJ,22,16,0.7272727272727273
13704,7KTK,22,11,0.5
13705,7KTL,19,12,0.631578947368421
13706,7KTM,22,33,1.5
13707,7KTN,15,18,1.2
13708,7KTO,14,0,0.0
13709,7KU4,12,0,0.0
13710,7KU6,20,0,0.0
13711,7KUA,10,0,0.0
13712,7KUK,1,0,0.0
13713,7KUL,1,0,0.0
13714,7KUQ,16,0,0.0
13715,7KUS,16,0,0.0
13716,7KUT,16,0,0.0
13717,7KUZ,20,0,0.0
13718,7KVH,19,0,0.0
13719,7KVI,17,0,0.0
13720,7KVJ,15,0,0.0
13721,7KVL,5,0,0.0
13722,7KVM,16,0,0.0
13723,7KVN,19,0,0.0
13724,7KVP,15,0,0.0
13725,7KVR,4,0,0.0
13726,7KVT,3,0,0.0
13727,7KVU,3,0,0.0
13728,7KVV,3,0,0.0
13729,7KVW,3,0,0.0
13730,7KVX,14,0,0.0
13731,7KVY,26,20,0.7692307692307693
13732,7KVZ,16,9,0.5625
13733,7KW0,3,0,0.0
13734,7KW1,16,15,0.9375
13735,7KW2,3,0,0.0
13736,7KWA,24,0,0.0
13737,7KWE,16,0,0.0
13738,7KWF,13,0,0.0
13739,7KWK,12,0,0.0
13740,7KWM,17,0,0.0
13741,7KWN,20,0,0.0
13742,7KWP,19,0,0.0
13743,7KWS,33,0,0.0
13744,7KWU,24,0,0.0
13745,7KWV,28,11,0.39285714285714285
13746,7KX1,20,0,0.0
13747,7KX5,23,0,0.0
13748,7KX6,22,0,0.0
13749,7KX8,21,0,0.0
13750,7KXA,29,10,0.3448275862068966
13751,7KXB,25,0,0.0
13752,7KXC,28,0,0.0
13753,7KXD,20,0,0.0
13754,7KXE,24,0,0.0
13755,7KXF,26,0,0.0
13756,7KXG,20,0,0.0
13757,7KXH,14,0,0.0
13758,7KXL,27,0,0.0
13759,7KXM,27,8,0.2962962962962963
13760,7KXN,29,11,0.3793103448275862
13761,7KXO,26,0,0.0
13762,7KXP,26,0,0.0
13763,7KXQ,26,8,0.3076923076923077
13764,7KXT,18,49,2.7222222222222223
13765,7KXW,19,0,0.0
13766,7KXZ,24,0,0.0
13767,7KY0,22,0,0.0
13768,7KYD,26,0,0.0
13769,7KYE,24,0,0.0
13770,7KYF,18,0,0.0
13771,7KYH,19,0,0.0
13772,7KYJ,24,0,0.0
13773,7KYK,30,0,0.0
13774,7KYT,27,11,0.4074074074074074
13775,7KYU,11,0,0.0
13776,7KYV,31,0,0.0
13777,7KYY,30,0,0.0
13778,7KZ0,17,0,0.0
13779,7KZ1,11,0,0.0
13780,7KZ2,20,0,0.0
13781,7KZ3,26,0,0.0
13782,7KZ4,30,0,0.0
13783,7KZ5,28,0,0.0
13784,7KZ6,20,0,0.0
13785,7KZ9,15,0,0.0
13786,7KZE,13,0,0.0
13787,7KZG,11,0,0.0
13788,7KZU,28,0,0.0
13789,7KZY,30,8,0.26666666666666666
13790,7L00,33,0,0.0
13791,7L01,47,0,0.0
13792,7L03,26,10,0.38461538461538464
13793,7L05,12,0,0.0
13794,7L0D,21,0,0.0
13795,7L0E,17,0,0.0
13796,7L0F,33,0,0.0
13797,7L0G,33,0,0.0
13798,7L0J,12,0,0.0
13799,7L0K,25,0,0.0
13800,7L0Z,10,0,0.0
13801,7L10,20,10,0.5
13802,7L11,25,0,0.0
13803,7L12,25,0,0.0
13804,7L13,27,0,0.0
13805,7L14,24,0,0.0
13806,7L16,26,0,0.0
13807,7L17,15,0,0.0
13808,7L18,25,0,0.0
13809,7L19,10,0,0.0
13810,7L1A,13,9,0.6923076923076923
13811,7L1G,26,0,0.0
13812,7L1H,28,0,0.0
13813,7L1I,9,0,0.0
13814,7L1J,26,0,0.0
13815,7L1P,18,0,0.0
13816,7L1T,15,0,0.0
13817,7L1X,19,0,0.0
13818,7L23,9,0,0.0
13819,7L24,19,0,0.0
13820,7L25,19,13,0.6842105263157895
13821,7L26,20,0,0.0
13822,7L28,17,0,0.0
13823,7L29,18,0,0.0
13824,7L2Y,9,0,0.0
13825,7L34,19,0,0.0
13826,7L35,20,22,1.1
13827,7L36,26,13,0.5
13828,7L3F,16,25,1.5625
13829,7L3G,16,25,1.5625
13830,7L3H,15,20,1.3333333333333333
13831,7L3I,15,26,1.7333333333333334
13832,7L3J,15,20,1.3333333333333333
13833,7L3K,16,25,1.5625
13834,7L3M,22,0,0.0
13835,7L3P,21,0,0.0
13836,7L3R,5,42,8.4
13837,7L3V,22,13,0.5909090909090909
13838,7L47,23,0,0.0
13839,7L4B,19,0,0.0
13840,7L4C,26,0,0.0
13841,7L4D,23,0,0.0
13842,7L4E,21,9,0.42857142857142855
13843,7L4F,25,0,0.0
13844,7L4G,21,0,0.0
13845,7L4H,26,0,0.0
13846,7L4K,26,0,0.0
13847,7L4L,27,0,0.0
13848,7L4M,28,0,0.0
13849,7L4N,26,0,0.0
13850,7L4T,24,0,0.0
13851,7L4U,25,0,0.0
13852,7L4W,23,0,0.0
13853,7L4X,17,10,0.5882352941176471
13854,7L4Y,19,8,0.42105263157894735
13855,7L50,26,0,0.0
13856,7L5D,21,0,0.0
13857,7L5E,30,19,0.6333333333333333
13858,7L5F,19,0,0.0
13859,7L5H,32,6,0.1875
13860,7L5O,25,33,1.32
13861,7L5P,30,13,0.43333333333333335
13862,7L5R,18,8,0.4444444444444444
13863,7L5T,18,0,0.0
13864,7L61,7,0,0.0
13865,7L62,7,0,0.0
13866,7L63,8,0,0.0
13867,7L64,2,0,0.0
13868,7L65,9,10,1.1111111111111112
13869,7L66,7,0,0.0
13870,7L67,5,0,0.0
13871,7L69,13,0,0.0
13872,7L6C,32,0,0.0
13873,7L6D,15,11,0.7333333333333333
13874,7L6G,15,0,0.0
13875,7L6R,16,0,0.0
13876,7L6S,28,0,0.0
13877,7L6T,16,0,0.0
13878,7L6X,16,0,0.0
13879,7L72,12,0,0.0
13880,7L76,13,0,0.0
13881,7L7C,17,0,0.0
13882,7L7D,5,0,0.0
13883,7L7E,6,0,0.0
13884,7L7L,22,0,0.0
13885,7L7N,23,0,0.0
13886,7L7O,22,22,1.0
13887,7L7P,21,11,0.5238095238095238
13888,7L7X,38,11,0.2894736842105263
13889,7L7Y,14,0,0.0
13890,7L7Z,13,0,0.0
13891,7L81,14,10,0.7142857142857143
13892,7L82,30,24,0.8
13893,7L8H,21,0,0.0
13894,7L8I,26,0,0.0
13895,7L8J,27,0,0.0
13896,7L8N,14,0,0.0
13897,7L91,15,0,0.0
13898,7L92,4,0,0.0
13899,7L9A,18,0,0.0
13900,7L9F,24,0,0.0
13901,7L9G,12,0,0.0
13902,7L9H,25,0,0.0
13903,7L9I,22,0,0.0
13904,7L9J,12,0,0.0
13905,7L9L,12,0,0.0
13906,7L9M,21,0,0.0
13907,7L9T,20,0,0.0
13908,7L9X,15,0,0.0
13909,7L9Y,22,0,0.0
13910,7LA8,7,0,0.0
13911,7LA9,17,0,0.0
13912,7LAD,20,0,0.0
13913,7LAH,15,0,0.0
13914,7LAI,13,0,0.0
13915,7LAJ,12,0,0.0
13916,7LAK,12,0,0.0
13917,7LAU,12,0,0.0
13918,7LAY,14,0,0.0
13919,7LAZ,14,0,0.0
13920,7LB0,13,0,0.0
13921,7LB1,13,0,0.0
13922,7LB2,13,0,0.0
13923,7LB3,13,0,0.0
13924,7LB4,16,0,0.0
13925,7LB7,23,0,0.0
13926,7LBD,20,0,0.0
13927,7LBK,8,0,0.0
13928,7LBO,8,0,0.0
13929,7LBP,8,0,0.0
13930,7LBQ,7,0,0.0
13931,7LBR,16,0,0.0
13932,7LBS,15,0,0.0
13933,7LBT,14,0,0.0
13934,7LBV,17,0,0.0
13935,7LC0,25,0,0.0
13936,7LC1,31,0,0.0
13937,7LC2,30,0,0.0
13938,7LC4,23,8,0.34782608695652173
13939,7LC7,15,0,0.0
13940,7LCB,7,0,0.0
13941,7LCD,13,0,0.0
13942,7LCE,25,0,0.0
13943,7LCF,20,0,0.0
13944,7LCO,21,0,0.0
13945,7LCP,18,0,0.0
13946,7LCQ,17,0,0.0
13947,7LCR,19,0,0.0
13948,7LCS,17,0,0.0
13949,7LCT,21,0,0.0
13950,7LCU,22,20,0.9090909090909091
13951,7LCZ,19,8,0.42105263157894735
13952,7LDL,22,10,0.45454545454545453
13953,7LDQ,8,0,0.0
13954,7LDY,16,0,0.0
13955,7LDZ,15,0,0.0
13956,7LE0,15,0,0.0
13957,7LE1,16,0,0.0
13958,7LE2,16,0,0.0
13959,7LE3,15,0,0.0
13960,7LE4,17,0,0.0
13961,7LE5,17,0,0.0
13962,7LE6,17,0,0.0
13963,7LE7,18,0,0.0
13964,7LE8,18,0,0.0
13965,7LE9,17,0,0.0
13966,7LEA,19,0,0.0
13967,7LEB,18,0,0.0
13968,7LEC,18,0,0.0
13969,7LED,18,0,0.0
13970,7LEE,18,0,0.0
13971,7LEF,19,0,0.0
13972,7LEG,18,0,0.0
13973,7LEH,19,0,0.0
13974,7LEI,19,0,0.0
13975,7LEJ,13,0,0.0
13976,7LEK,19,0,0.0
13977,7LEL,17,0,0.0
13978,7LEM,13,0,0.0
13979,7LEV,31,0,0.0
13980,7LF3,12,24,2.0
13981,7LF8,6,0,0.0
13982,7LFE,12,0,0.0
13983,7LFF,14,0,0.0
13984,7LFI,3,0,0.0
13985,7LFJ,4,0,0.0
13986,7LFK,5,0,0.0
13987,7LFL,6,0,0.0
13988,7LFM,5,0,0.0
13989,7LFP,7,0,0.0
13990,7LFU,10,0,0.0
13991,7LFV,11,0,0.0
13992,7LG4,25,5,0.2
13993,7LG7,27,0,0.0
13994,7LG8,23,0,0.0
13995,7LGB,36,0,0.0
13996,7LGK,27,3,0.1111111111111111
13997,7LGX,25,0,0.0
13998,7LH7,29,0,0.0
13999,7LH8,13,0,0.0
14000,7LHB,26,0,0.0
14001,7LHM,18,0,0.0
14002,7LHP,15,11,0.7333333333333333
14003,7LHS,15,0,0.0
14004,7LHU,13,0,0.0
14005,7LI5,30,0,0.0
14006,7LIB,6,18,3.0
14007,7LIU,26,0,0.0
14008,7LJ1,10,0,0.0
14009,7LJ2,20,0,0.0
14010,7LJE,26,0,0.0
14011,7LJN,21,0,0.0
14012,7LJS,44,0,0.0
14013,7LJT,44,0,0.0
14014,7LJU,44,0,0.0
14015,7LK0,16,0,0.0
14016,7LK1,18,11,0.6111111111111112
14017,7LK7,14,0,0.0
14018,7LKC,1,0,0.0
14019,7LKL,28,11,0.39285714285714285
14020,7LKQ,24,13,0.5416666666666666
14021,7LKR,18,9,0.5
14022,7LKS,21,0,0.0
14023,7LKU,17,0,0.0
14024,7LKX,21,0,0.0
14025,7LKY,16,0,0.0
14026,7LL3,5,0,0.0
14027,7LL4,24,19,0.7916666666666666
14028,7LL5,26,0,0.0
14029,7LL6,31,0,0.0
14030,7LLB,17,0,0.0
14031,7LLD,30,19,0.6333333333333333
14032,7LLE,17,11,0.6470588235294118
14033,7LLH,18,0,0.0
14034,7LLI,16,0,0.0
14035,7LLJ,13,0,0.0
14036,7LLQ,18,0,0.0
14037,7LLZ,14,0,0.0
14038,7LM2,22,0,0.0
14039,7LM4,11,0,0.0
14040,7LMD,21,0,0.0
14041,7LME,22,0,0.0
14042,7LMF,24,0,0.0
14043,7LMG,21,10,0.47619047619047616
14044,7LMH,21,11,0.5238095238095238
14045,7LMI,21,0,0.0
14046,7LMJ,21,0,0.0
14047,7LMK,13,0,0.0
14048,7LMM,13,0,0.0
14049,7LMN,16,0,0.0
14050,7LMO,16,0,0.0
14051,7LMP,15,0,0.0
14052,7LMQ,11,0,0.0
14053,7LMR,9,0,0.0
14054,7LMT,16,0,0.0
14055,7LNL,19,0,0.0
14056,7LNO,19,22,1.1578947368421053
14057,7LNP,17,0,0.0
14058,7LNQ,19,16,0.8421052631578947
14059,7LNR,19,0,0.0
14060,7LNT,20,0,0.0
14061,7LNU,26,0,0.0
14062,7LNW,20,0,0.0
14063,7Q90,16,0,0.0
14064,7Q92,15,0,0.0
14065,7Q93,20,0,0.0
14066,7Q96,24,0,0.0
14067,7Q9L,10,8,0.8
14068,7Q9N,13,0,0.0
14069,7Q9O,12,0,0.0
14070,7Q9R,18,10,0.5555555555555556
14071,7Q9X,24,17,0.7083333333333334
14072,7Q9Z,19,19,1.0
14073,7QA0,23,0,0.0
14074,7QA3,23,0,0.0
14075,7QA4,3,0,0.0
14076,7QAA,27,0,0.0
14077,7QAR,10,0,0.0
14078,7QAV,22,0,0.0
14079,7QB1,21,0,0.0
14080,7QB2,19,0,0.0
14081,7QB5,5,0,0.0
14082,7QB6,16,0,0.0
14083,7QB7,26,0,0.0
14084,7QBB,19,0,0.0
14085,7QBL,18,0,0.0
14086,7QBM,20,0,0.0
14087,7QBN,21,0,0.0
14088,7QBO,22,0,0.0
14089,7QBR,22,0,0.0
14090,7QBS,20,0,0.0
14091,7QBT,14,0,0.0
14092,7QBU,13,0,0.0
14093,7QBV,15,0,0.0
14094,7QC1,32,0,0.0
14095,7QC2,22,0,0.0
14096,7QC5,10,15,1.5
14097,7QCG,9,0,0.0
14098,7QCH,15,0,0.0
14099,7QCI,14,0,0.0
14100,7QCJ,14,0,0.0
14101,7QCK,13,0,0.0
14102,7QCM,15,0,0.0
14103,7QCZ,37,22,0.5945945945945946
14104,7QD0,38,42,1.105263157894737
14105,7QD1,35,50,1.4285714285714286
14106,7QD2,36,26,0.7222222222222222
14107,7QDK,5,0,0.0
14108,7QDL,14,0,0.0
14109,7QDN,22,0,0.0
14110,7QDQ,21,10,0.47619047619047616
14111,7QDT,25,8,0.32
14112,7QE2,15,0,0.0
14113,7QEA,22,0,0.0
14114,7QEE,17,0,0.0
14115,7QEI,37,0,0.0
14116,7QEJ,19,8,0.42105263157894735
14117,7QEK,20,0,0.0
14118,7QEL,21,0,0.0
14119,7QEM,20,0,0.0
14120,7QEZ,3,0,0.0
14121,7QF2,23,29,1.2608695652173914
14122,7QF3,23,26,1.1304347826086956
14123,7QF4,23,26,1.1304347826086956
14124,7QF5,23,10,0.43478260869565216
14125,7QF8,44,0,0.0
14126,7QF9,23,38,1.6521739130434783
14127,7QFD,44,0,0.0
14128,7QFM,19,9,0.47368421052631576
14129,7QFN,25,0,0.0
14130,7QFO,27,0,0.0
14131,7QFV,28,0,0.0
14132,7QG1,21,0,0.0
14133,7QG2,20,0,0.0
14134,7QG3,24,0,0.0
14135,7QG5,27,0,0.0
14136,7QG7,19,0,0.0
14137,7QGA,14,10,0.7142857142857143
14138,7QGC,16,43,2.6875
14139,7QGE,18,62,3.4444444444444446
14140,7QGK,26,35,1.3461538461538463
14141,7QGL,16,10,0.625
14142,7QGM,25,0,0.0
14143,7QGO,28,0,0.0
14144,7QGP,28,0,0.0
14145,7QGT,27,0,0.0
14146,7QGX,19,0,0.0
14147,7QGY,19,12,0.631578947368421
14148,7QGZ,19,0,0.0
14149,7QH1,21,0,0.0
14150,7QHD,33,0,0.0
14151,7QHF,20,10,0.5
14152,7QHG,32,11,0.34375
14153,7QHL,20,0,0.0
14154,7QHN,19,0,0.0
14155,7QHR,9,11,1.2222222222222223
14156,7QHV,29,0,0.0
14157,7QHW,18,0,0.0
14158,7QI8,18,0,0.0
14159,7QI9,16,14,0.875
14160,7QIE,18,0,0.0
14161,7QIF,17,0,0.0
14162,7QIK,14,0,0.0
14163,7QIP,14,0,0.0
14164,7QJG,14,11,0.7857142857142857
14165,7QJL,17,10,0.5882352941176471
14166,7QJU,12,0,0.0
14167,7QK0,11,0,0.0
14168,7QK4,12,13,1.0833333333333333
14169,7QKA,19,11,0.5789473684210527
14170,7QKD,21,0,0.0
14171,7QKE,23,0,0.0
14172,7QKN,9,0,0.0
14173,7QL7,9,0,0.0
14174,7QL8,25,0,0.0
14175,7QLB,22,13,0.5909090909090909
14176,7QLI,22,22,1.0
14177,7QLJ,23,23,1.0
14178,7QLK,25,21,0.84
14179,7QLL,22,21,0.9545454545454546
14180,7QLM,24,20,0.8333333333333334
14181,7QLN,24,20,0.8333333333333334
14182,7QLO,23,20,0.8695652173913043
14183,7QLP,15,0,0.0
14184,7QLS,28,0,0.0
14185,7QLT,13,14,1.0769230769230769
14186,7QM3,13,0,0.0
14187,7QM4,13,0,0.0
14188,7QM5,13,0,0.0
14189,7QM7,13,0,0.0
14190,7QM8,13,0,0.0
14191,7QM9,13,0,0.0
14192,7QMA,13,0,0.0
14193,7QMB,14,0,0.0
14194,7QMC,13,0,0.0
14195,7QN3,13,0,0.0
14196,7QN4,13,0,0.0
14197,7QNH,38,0,0.0
14198,7QNK,15,0,0.0
14199,7QNN,22,0,0.0
14200,7QNR,22,13,0.5909090909090909
14201,7QNU,23,13,0.5652173913043478
14202,7QNY,6,0,0.0
14203,7QOS,45,0,0.0
14204,7QOZ,32,0,0.0
14205,7QP2,5,3,0.6
14206,7QP3,4,0,0.0
14207,7QP4,29,0,0.0
14208,7QPF,17,0,0.0
14209,7QPH,23,0,0.0
14210,7QPI,30,0,0.0
14211,7QPM,18,0,0.0
14212,7QPP,28,3,0.10714285714285714
14213,7QPQ,16,0,0.0
14214,7QPR,23,0,0.0
14215,7QPS,6,0,0.0
14216,7QPT,8,0,0.0
14217,7QPU,7,0,0.0
14218,7QPV,18,0,0.0
14219,7QPW,11,3,0.2727272727272727
14220,7QQ4,17,0,0.0
14221,7QQ6,15,0,0.0
14222,7QQ7,20,8,0.4
14223,7QQA,26,0,0.0
14224,7QQL,9,0,0.0
14225,7QRK,18,0,0.0
14226,7QRN,6,0,0.0
14227,7QSC,22,4,0.18181818181818182
14228,7QSE,21,0,0.0
14229,7QSH,4,6,1.5
14230,7QSI,16,0,0.0
14231,7QSV,21,0,0.0
14232,7QSW,20,0,0.0
14233,7QSX,24,0,0.0
14234,7QSY,22,0,0.0
14235,7QSZ,20,0,0.0
14236,7QT0,20,0,0.0
14237,7QT1,21,0,0.0
14238,7QT2,19,0,0.0
14239,7QT3,20,0,0.0
14240,7QT4,21,0,0.0
14241,7QT5,15,0,0.0
14242,7QT6,13,0,0.0
14243,7QT7,22,3,0.13636363636363635
14244,7QT8,18,3,0.16666666666666666
14245,7QT9,20,3,0.15
14246,7QTM,24,0,0.0
14247,7QTN,5,0,0.0
14248,7QTV,14,0,0.0
14249,7QTY,26,3,0.11538461538461539
14250,7QU0,25,0,0.0
14251,7QU3,27,0,0.0
14252,7QU5,27,3,0.1111111111111111
14253,7QU7,9,0,0.0
14254,7QUA,2,0,0.0
14255,7QUB,21,0,0.0
14256,7QUE,23,0,0.0
14257,7QUF,21,0,0.0
14258,7QUG,14,0,0.0
14259,7QUI,15,0,0.0
14260,7QUJ,33,0,0.0
14261,7QUT,32,0,0.0
14262,7QUV,5,0,0.0
14263,7QUW,21,0,0.0
14264,7QUX,19,0,0.0
14265,7QUY,30,0,0.0
14266,7QV0,15,0,0.0
14267,7QV8,17,0,0.0
14268,7QVA,44,0,0.0
14269,7QVJ,26,0,0.0
14270,7QVL,30,0,0.0
14271,7QVS,32,10,0.3125
14272,7QVT,10,0,0.0
14273,7QVU,10,0,0.0
14274,7QVV,12,11,0.9166666666666666
14275,7QVZ,18,8,0.4444444444444444
14276,7QW5,29,0,0.0
14277,7QW6,29,0,0.0
14278,7QW7,29,0,0.0
14279,7QWF,12,0,0.0
14280,7QWH,11,11,1.0
14281,7QWK,25,0,0.0
14282,7QWN,15,8,0.5333333333333333
14283,7QWU,12,11,0.9166666666666666
14284,7QWY,11,0,0.0
14285,7QX0,13,0,0.0
14286,7QX9,10,0,0.0
14287,7QXC,12,0,0.0
14288,7QXD,12,10,0.8333333333333334
14289,7QXF,21,0,0.0
14290,7QXO,18,0,0.0
14291,7QXQ,28,0,0.0
14292,7QXR,27,0,0.0
14293,7QXT,6,0,0.0
14294,7QXY,23,0,0.0
14295,7QXZ,19,0,0.0
14296,7QY0,22,18,0.8181818181818182
14297,7QY1,22,18,0.8181818181818182
14298,7QY2,22,18,0.8181818181818182
14299,7QY3,7,0,0.0
14300,7QY8,19,0,0.0
14301,7QY9,18,0,0.0
14302,7QYH,20,0,0.0
14303,7QYR,17,0,0.0
14304,7QYS,22,0,0.0
14305,7QYU,10,0,0.0
14306,7QYV,12,0,0.0
14307,7QYW,10,0,0.0
14308,7QZ4,11,0,0.0
14309,7QZ6,9,0,0.0
14310,7QZ7,9,0,0.0
14311,7QZ8,9,0,0.0
14312,7QZB,12,0,0.0
14313,7QZC,13,0,0.0
14314,7QZI,10,0,0.0
14315,7QZJ,21,10,0.47619047619047616
14316,7QZL,33,0,0.0
14317,7QZM,3,0,0.0
14318,7QZN,33,14,0.42424242424242425
14319,7QZT,11,0,0.0
